orig.ident	nReads	nGene	celltype
TASSeq.deep-1_60799	TASSeq.deep-1	192428	5838	Mo_Ly6Clo
TASSeq.deep-1_61063	TASSeq.deep-1	157292	4486	FB_alveolar
TASSeq.deep-1_61224	TASSeq.deep-1	36655	1720	Mo_Ly6Chi
TASSeq.deep-1_61328	TASSeq.deep-1	130495	4627	Tcell_CD8T
TASSeq.deep-1_61553	TASSeq.deep-1	296691	6851	doublet
TASSeq.deep-1_61827	TASSeq.deep-1	53354	1428	Epi_AT1
TASSeq.deep-1_61976	TASSeq.deep-1	161768	4463	Endo_capillary
TASSeq.deep-1_62085	TASSeq.deep-1	60940	2712	Bcell
TASSeq.deep-1_62226	TASSeq.deep-1	47413	1694	Endo_capillary
TASSeq.deep-1_62404	TASSeq.deep-1	118794	4207	NK
TASSeq.deep-1_62474	TASSeq.deep-1	168793	4934	FB_adventitial
TASSeq.deep-1_62502	TASSeq.deep-1	162511	4559	Endo_capillary
TASSeq.deep-1_62734	TASSeq.deep-1	598461	10082	Mac_AM
TASSeq.deep-1_62760	TASSeq.deep-1	562813	8621	Mac_AM
TASSeq.deep-1_62809	TASSeq.deep-1	219635	4773	Epi_AT2
TASSeq.deep-1_62923	TASSeq.deep-1	56165	3669	FB_alveolar
TASSeq.deep-1_62985	TASSeq.deep-1	121010	4027	Endo_capillary
TASSeq.deep-1_63064	TASSeq.deep-1	64217	2863	Endo_capillary
TASSeq.deep-1_63254	TASSeq.deep-1	195926	5139	Endo_capillary
TASSeq.deep-1_63291	TASSeq.deep-1	64192	2984	Endo_capillary
TASSeq.deep-1_63373	TASSeq.deep-1	205419	6343	Bcell
TASSeq.deep-1_63467	TASSeq.deep-1	136849	4654	Endo_capillary
TASSeq.deep-1_63589	TASSeq.deep-1	66084	2676	Bcell
TASSeq.deep-1_63699	TASSeq.deep-1	75685	3278	Bcell
TASSeq.deep-1_64116	TASSeq.deep-1	168313	5642	Endo_aerocyte
TASSeq.deep-1_64266	TASSeq.deep-1	106698	3810	NK
TASSeq.deep-1_64610	TASSeq.deep-1	316872	6951	Epi_AT2
TASSeq.deep-1_64667	TASSeq.deep-1	90683	3558	Bcell
TASSeq.deep-1_65086	TASSeq.deep-1	114435	4379	Endo_capillary
TASSeq.deep-1_65217	TASSeq.deep-1	203458	5705	SMC
TASSeq.deep-1_65497	TASSeq.deep-1	220092	6021	SMC
TASSeq.deep-1_65595	TASSeq.deep-1	216645	5793	FB_alveolar
TASSeq.deep-1_65628	TASSeq.deep-1	62511	2602	Pericyte
TASSeq.deep-1_65780	TASSeq.deep-1	102465	4225	Bcell
TASSeq.deep-1_66460	TASSeq.deep-1	96673	4412	Bcell
TASSeq.deep-1_66610	TASSeq.deep-1	375039	7835	Mac_AM
TASSeq.deep-1_66614	TASSeq.deep-1	546362	8412	FB_adventitial
TASSeq.deep-1_66644	TASSeq.deep-1	70756	3980	Pericyte
TASSeq.deep-1_66790	TASSeq.deep-1	91669	3940	FB_alveolar
TASSeq.deep-1_67137	TASSeq.deep-1	184672	4898	Endo_venous
TASSeq.deep-1_67357	TASSeq.deep-1	131413	4477	FB_alveolar
TASSeq.deep-1_67429	TASSeq.deep-1	255853	7070	Endo_aerocyte
TASSeq.deep-1_67507	TASSeq.deep-1	167818	4991	FB_alveolar
TASSeq.deep-1_67877	TASSeq.deep-1	87741	4064	FB_alveolar
TASSeq.deep-1_67886	TASSeq.deep-1	98908	3985	Endo_capillary
TASSeq.deep-1_67896	TASSeq.deep-1	63143	3136	Bcell
TASSeq.deep-1_68119	TASSeq.deep-1	64211	2673	Endo_capillary
TASSeq.deep-1_68234	TASSeq.deep-1	125673	3926	Endo_venous
TASSeq.deep-1_68397	TASSeq.deep-1	85908	3389	NK
TASSeq.deep-1_68488	TASSeq.deep-1	29706	1274	Endo_arterial
TASSeq.deep-1_68563	TASSeq.deep-1	407039	7135	Epi_AT2
TASSeq.deep-1_68637	TASSeq.deep-1	255970	6182	doublet
TASSeq.deep-1_69009	TASSeq.deep-1	79692	2835	Endo_arterial
TASSeq.deep-1_69189	TASSeq.deep-1	334060	7287	Epi_AT1
TASSeq.deep-1_69440	TASSeq.deep-1	99035	4047	Mo_Ly6Clo
TASSeq.deep-1_69479	TASSeq.deep-1	615047	10437	Epi_clara
TASSeq.deep-1_69627	TASSeq.deep-1	86215	3671	Endo_capillary
TASSeq.deep-1_70030	TASSeq.deep-1	75599	3103	Bcell
TASSeq.deep-1_70085	TASSeq.deep-1	277820	5484	FB_adventitial
TASSeq.deep-1_70524	TASSeq.deep-1	63497	2715	Pericyte
TASSeq.deep-1_70584	TASSeq.deep-1	185558	5706	doublet
TASSeq.deep-1_70734	TASSeq.deep-1	114929	3918	Endo_capillary
TASSeq.deep-1_71325	TASSeq.deep-1	42263	2727	Endo_capillary
TASSeq.deep-1_71463	TASSeq.deep-1	152887	4065	FB_alveolar
TASSeq.deep-1_71484	TASSeq.deep-1	93752	4062	Bcell
TASSeq.deep-1_71516	TASSeq.deep-1	90482	3944	Bcell
TASSeq.deep-1_71809	TASSeq.deep-1	64497	2242	FB_alveolar
TASSeq.deep-1_71840	TASSeq.deep-1	54878	2734	Bcell
TASSeq.deep-1_72558	TASSeq.deep-1	89392	3761	Bcell
TASSeq.deep-1_72731	TASSeq.deep-1	61020	1771	misc
TASSeq.deep-1_72798	TASSeq.deep-1	383542	7148	Mac_AM
TASSeq.deep-1_72896	TASSeq.deep-1	126315	4034	SMC
TASSeq.deep-1_72938	TASSeq.deep-1	61709	2874	NK
TASSeq.deep-1_72940	TASSeq.deep-1	86251	3884	Bcell
TASSeq.deep-1_73037	TASSeq.deep-1	79971	3013	Endo_venous
TASSeq.deep-1_73060	TASSeq.deep-1	478409	8103	Mac_AM
TASSeq.deep-1_73245	TASSeq.deep-1	181592	4996	FB_alveolar
TASSeq.deep-1_73270	TASSeq.deep-1	157032	4168	Epi_AT2
TASSeq.deep-1_73330	TASSeq.deep-1	38372	2642	Endo_capillary
TASSeq.deep-1_73405	TASSeq.deep-1	235005	5860	Mo_Ly6Chi
TASSeq.deep-1_73416	TASSeq.deep-1	55627	2613	Pericyte
TASSeq.deep-1_73855	TASSeq.deep-1	197311	5404	Endo_capillary
TASSeq.deep-1_73881	TASSeq.deep-1	179416	6128	Bcell
TASSeq.deep-1_73927	TASSeq.deep-1	341910	7934	Epi_AT1
TASSeq.deep-1_73970	TASSeq.deep-1	155845	5470	Tcell_CD8T
TASSeq.deep-1_74973	TASSeq.deep-1	34982	1766	Endo_capillary
TASSeq.deep-1_75056	TASSeq.deep-1	55253	3156	Endo_capillary
TASSeq.deep-1_75623	TASSeq.deep-1	191720	5839	Endo_aerocyte
TASSeq.deep-1_75639	TASSeq.deep-1	435099	7457	FB_adventitial
TASSeq.deep-1_75856	TASSeq.deep-1	129124	4493	doublet
TASSeq.deep-1_76060	TASSeq.deep-1	42381	2181	Endo_capillary
TASSeq.deep-1_76401	TASSeq.deep-1	146054	5258	Endo_capillary
TASSeq.deep-1_76617	TASSeq.deep-1	80094	3800	Endo_capillary
TASSeq.deep-1_76693	TASSeq.deep-1	367188	7784	DC_cDC2
TASSeq.deep-1_76735	TASSeq.deep-1	40668	1456	Endo_capillary
TASSeq.deep-1_76804	TASSeq.deep-1	123143	4761	Bcell
TASSeq.deep-1_76811	TASSeq.deep-1	52954	2311	FB_alveolar
TASSeq.deep-1_76844	TASSeq.deep-1	367845	7925	Epi_AT1
TASSeq.deep-1_76851	TASSeq.deep-1	53351	2367	Pericyte
TASSeq.deep-1_76923	TASSeq.deep-1	540470	8502	Epi_AT2
TASSeq.deep-1_77007	TASSeq.deep-1	141743	5091	Mo_Ly6Clo
TASSeq.deep-1_77287	TASSeq.deep-1	254382	5592	Mo_Ly6Chi
TASSeq.deep-1_77309	TASSeq.deep-1	32479	1652	FB_alveolar
TASSeq.deep-1_77425	TASSeq.deep-1	208643	5371	Endo_aerocyte
TASSeq.deep-1_77490	TASSeq.deep-1	170953	5053	Mo_Ly6Clo
TASSeq.deep-1_77502	TASSeq.deep-1	75759	3656	Tcell_CD4T
TASSeq.deep-1_77617	TASSeq.deep-1	30617	2396	misc
TASSeq.deep-1_77645	TASSeq.deep-1	81825	3496	NK
TASSeq.deep-1_77650	TASSeq.deep-1	241304	6948	Tcell_CD4T
TASSeq.deep-1_77784	TASSeq.deep-1	348862	7688	Bcell
TASSeq.deep-1_78064	TASSeq.deep-1	466041	8337	Epi_AT2
TASSeq.deep-1_78112	TASSeq.deep-1	39274	1534	FB_alveolar
TASSeq.deep-1_78240	TASSeq.deep-1	108955	4116	Tcell_CD4T
TASSeq.deep-1_78312	TASSeq.deep-1	51020	2687	Bcell
TASSeq.deep-1_78573	TASSeq.deep-1	324747	6985	FB_alveolar
TASSeq.deep-1_79026	TASSeq.deep-1	208396	6129	NK
TASSeq.deep-1_79085	TASSeq.deep-1	78177	3598	Bcell
TASSeq.deep-1_79198	TASSeq.deep-1	110656	4739	NK
TASSeq.deep-1_79292	TASSeq.deep-1	137653	5454	Bcell
TASSeq.deep-1_79349	TASSeq.deep-1	354291	6708	FB_alveolar
TASSeq.deep-1_79450	TASSeq.deep-1	306451	7006	doublet
TASSeq.deep-1_79963	TASSeq.deep-1	153186	5289	Bcell
TASSeq.deep-1_80540	TASSeq.deep-1	79484	3193	FB_alveolar
TASSeq.deep-1_80954	TASSeq.deep-1	95240	4100	Bcell
TASSeq.deep-1_81046	TASSeq.deep-1	89980	3502	Pericyte
TASSeq.deep-1_81191	TASSeq.deep-1	26848	1525	Mac_AM
TASSeq.deep-1_81341	TASSeq.deep-1	109044	4570	FB_alveolar
TASSeq.deep-1_81485	TASSeq.deep-1	94684	3578	Endo_capillary
TASSeq.deep-1_81618	TASSeq.deep-1	94107	3207	Endo_capillary
TASSeq.deep-1_81784	TASSeq.deep-1	39517	2184	Mo_Ly6Clo
TASSeq.deep-1_81831	TASSeq.deep-1	92317	4099	Bcell
TASSeq.deep-1_81937	TASSeq.deep-1	82677	2611	Endo_capillary
TASSeq.deep-1_82023	TASSeq.deep-1	169921	6008	FB_alveolar
TASSeq.deep-1_82202	TASSeq.deep-1	150062	5871	Bcell
TASSeq.deep-1_82437	TASSeq.deep-1	126699	4139	Epi_AT2
TASSeq.deep-1_82597	TASSeq.deep-1	118113	4757	NK
TASSeq.deep-1_82648	TASSeq.deep-1	38200	2014	Mo_Ly6Clo
TASSeq.deep-1_82941	TASSeq.deep-1	40637	1820	Endo_capillary
TASSeq.deep-1_83077	TASSeq.deep-1	96798	4294	NK
TASSeq.deep-1_83799	TASSeq.deep-1	493061	9538	Epi_AT1
TASSeq.deep-1_84177	TASSeq.deep-1	217130	5685	Mesothelial
TASSeq.deep-1_84500	TASSeq.deep-1	55214	2159	Endo_venous
TASSeq.deep-1_84853	TASSeq.deep-1	405870	8359	Mo_Ly6Clo
TASSeq.deep-1_85159	TASSeq.deep-1	49437	2291	Endo_capillary
TASSeq.deep-1_85276	TASSeq.deep-1	126488	4352	Endo_capillary
TASSeq.deep-1_85400	TASSeq.deep-1	52562	2070	Endo_capillary
TASSeq.deep-1_85418	TASSeq.deep-1	62702	2881	NK
TASSeq.deep-1_85500	TASSeq.deep-1	141130	4608	FB_alveolar
TASSeq.deep-1_85955	TASSeq.deep-1	416365	6977	Epi_AT2
TASSeq.deep-1_86000	TASSeq.deep-1	113138	4410	Bcell
TASSeq.deep-1_86008	TASSeq.deep-1	117366	4125	Bcell
TASSeq.deep-1_86071	TASSeq.deep-1	38510	1943	Endo_capillary
TASSeq.deep-1_86140	TASSeq.deep-1	114267	3768	Endo_capillary
TASSeq.deep-1_86326	TASSeq.deep-1	95794	4733	Endo_capillary
TASSeq.deep-1_86582	TASSeq.deep-1	161733	4609	Endo_capillary
TASSeq.deep-1_86653	TASSeq.deep-1	94165	3264	FB_alveolar
TASSeq.deep-1_86755	TASSeq.deep-1	205816	5181	FB_alveolar
TASSeq.deep-1_86761	TASSeq.deep-1	77032	3511	Endo_capillary
TASSeq.deep-1_86833	TASSeq.deep-1	124512	4536	Pericyte
TASSeq.deep-1_86870	TASSeq.deep-1	29885	2691	Endo_arterial
TASSeq.deep-1_87394	TASSeq.deep-1	79201	3192	ILC2
TASSeq.deep-1_87474	TASSeq.deep-1	533855	8437	Mac_AM
TASSeq.deep-1_87659	TASSeq.deep-1	73185	4706	Bcell
TASSeq.deep-1_87833	TASSeq.deep-1	71089	3298	NK
TASSeq.deep-1_87986	TASSeq.deep-1	238204	5464	FB_alveolar
TASSeq.deep-1_88067	TASSeq.deep-1	25525	1411	Mac_AM
TASSeq.deep-1_88156	TASSeq.deep-1	41180	2388	Epi_AT2
TASSeq.deep-1_88197	TASSeq.deep-1	75563	2960	FB_alveolar
TASSeq.deep-1_88546	TASSeq.deep-1	358793	6715	FB_adventitial
TASSeq.deep-1_88796	TASSeq.deep-1	76728	3828	NK
TASSeq.deep-1_88841	TASSeq.deep-1	210598	5635	doublet
TASSeq.deep-1_88964	TASSeq.deep-1	100607	3911	Bcell
TASSeq.deep-1_89080	TASSeq.deep-1	275385	6701	doublet
TASSeq.deep-1_89824	TASSeq.deep-1	103806	3662	FB_alveolar
TASSeq.deep-1_90141	TASSeq.deep-1	31217	1251	FB_alveolar
TASSeq.deep-1_90326	TASSeq.deep-1	330749	8388	Epi_AT1
TASSeq.deep-1_91004	TASSeq.deep-1	263909	6154	Mac_AM
TASSeq.deep-1_91034	TASSeq.deep-1	86142	3157	Endo_arterial
TASSeq.deep-1_91682	TASSeq.deep-1	137972	5088	Endo_aerocyte
TASSeq.deep-1_91772	TASSeq.deep-1	70551	2737	FB_alveolar
TASSeq.deep-1_91868	TASSeq.deep-1	45263	2025	Mac_AM
TASSeq.deep-1_92033	TASSeq.deep-1	249590	5659	FB_alveolar
TASSeq.deep-1_92591	TASSeq.deep-1	865998	10663	doublet
TASSeq.deep-1_92738	TASSeq.deep-1	175978	5362	Epi_AT2
TASSeq.deep-1_92743	TASSeq.deep-1	129815	4820	Endo_capillary
TASSeq.deep-1_92947	TASSeq.deep-1	160758	5902	doublet
TASSeq.deep-1_93032	TASSeq.deep-1	43172	2324	Pericyte
TASSeq.deep-1_93255	TASSeq.deep-1	216951	5585	FB_alveolar
TASSeq.deep-1_93290	TASSeq.deep-1	357444	6978	Epi_AT2
TASSeq.deep-1_93428	TASSeq.deep-1	150664	5932	Bcell
TASSeq.deep-1_93441	TASSeq.deep-1	106319	4489	Tcell_Treg
TASSeq.deep-1_93445	TASSeq.deep-1	177330	5175	FB_alveolar
TASSeq.deep-1_93481	TASSeq.deep-1	246897	5745	Endo_venous
TASSeq.deep-1_93607	TASSeq.deep-1	27808	1403	Endo_capillary
TASSeq.deep-1_93684	TASSeq.deep-1	118456	4171	Mesothelial
TASSeq.deep-1_93795	TASSeq.deep-1	102591	4198	Tcell_CD4T
TASSeq.deep-1_93800	TASSeq.deep-1	94416	3529	Bcell
TASSeq.deep-1_94143	TASSeq.deep-1	45025	2219	Bcell
TASSeq.deep-1_94618	TASSeq.deep-1	124527	4342	Endo_aerocyte
TASSeq.deep-1_94707	TASSeq.deep-1	114009	5568	Tcell_CD8T
TASSeq.deep-1_95062	TASSeq.deep-1	227964	6003	Mo_Ly6Chi
TASSeq.deep-1_95123	TASSeq.deep-1	131508	4373	Endo_capillary
TASSeq.deep-1_95356	TASSeq.deep-1	238016	7678	Epi_AT1
TASSeq.deep-1_95644	TASSeq.deep-1	74917	2857	Endo_capillary
TASSeq.deep-1_95749	TASSeq.deep-1	175659	6096	Bcell
TASSeq.deep-1_95763	TASSeq.deep-1	115853	4134	Tcell_CD8T
TASSeq.deep-1_96343	TASSeq.deep-1	57042	2472	Endo_capillary
TASSeq.deep-1_96403	TASSeq.deep-1	79378	4567	FB_alveolar
TASSeq.deep-1_96698	TASSeq.deep-1	109243	3525	Endo_capillary
TASSeq.deep-1_96792	TASSeq.deep-1	158706	4819	Endo_aerocyte
TASSeq.deep-1_96870	TASSeq.deep-1	340960	7233	Mo_Ly6Chi
TASSeq.deep-1_96893	TASSeq.deep-1	64114	2460	Pericyte
TASSeq.deep-1_96978	TASSeq.deep-1	41849	1788	FB_alveolar
TASSeq.deep-1_96998	TASSeq.deep-1	109629	4440	Bcell
TASSeq.deep-1_97168	TASSeq.deep-1	37847	2327	Pericyte
TASSeq.deep-1_97410	TASSeq.deep-1	157494	4527	Endo_capillary
TASSeq.deep-1_97546	TASSeq.deep-1	140796	4879	Tcell_CD8T
TASSeq.deep-1_97833	TASSeq.deep-1	106543	3710	Endo_capillary
TASSeq.deep-1_97962	TASSeq.deep-1	73636	3524	Bcell
TASSeq.deep-1_98003	TASSeq.deep-1	265865	6090	SMC
TASSeq.deep-1_98083	TASSeq.deep-1	78386	3106	Bcell
TASSeq.deep-1_98267	TASSeq.deep-1	33958	2202	Endo_capillary
TASSeq.deep-1_98301	TASSeq.deep-1	137638	4173	Neutrophil
TASSeq.deep-1_98353	TASSeq.deep-1	111815	4656	SMC
TASSeq.deep-1_98396	TASSeq.deep-1	45670	1642	Epi_AT1
TASSeq.deep-1_98406	TASSeq.deep-1	28373	1652	FB_alveolar
TASSeq.deep-1_99148	TASSeq.deep-1	250396	6125	SMC
TASSeq.deep-1_99282	TASSeq.deep-1	58831	2652	NK
TASSeq.deep-1_99357	TASSeq.deep-1	186767	4915	Endo_aerocyte
TASSeq.deep-1_99469	TASSeq.deep-1	714452	10546	Mac_AM
TASSeq.deep-1_99690	TASSeq.deep-1	322856	7014	FB_alveolar
TASSeq.deep-1_99828	TASSeq.deep-1	88280	3715	Endo_capillary
TASSeq.deep-1_99915	TASSeq.deep-1	154540	4526	Endo_capillary
TASSeq.deep-1_100278	TASSeq.deep-1	584245	8693	Epi_AT2
TASSeq.deep-1_100411	TASSeq.deep-1	113885	4500	Endo_capillary
TASSeq.deep-1_100775	TASSeq.deep-1	291736	6063	Epi_AT2
TASSeq.deep-1_100925	TASSeq.deep-1	260714	5501	FB_alveolar
TASSeq.deep-1_100960	TASSeq.deep-1	85184	3320	Bcell
TASSeq.deep-1_101019	TASSeq.deep-1	209446	5134	Endo_capillary
TASSeq.deep-1_101056	TASSeq.deep-1	77059	3356	Tcell_CD8T
TASSeq.deep-1_101202	TASSeq.deep-1	162052	4737	Endo_capillary
TASSeq.deep-1_101447	TASSeq.deep-1	313490	6410	Epi_AT2
TASSeq.deep-1_101491	TASSeq.deep-1	265758	6416	FB_adventitial
TASSeq.deep-1_101497	TASSeq.deep-1	139606	5155	Bcell
TASSeq.deep-1_101639	TASSeq.deep-1	375019	7150	Epi_AT2
TASSeq.deep-1_101656	TASSeq.deep-1	47600	2199	FB_alveolar
TASSeq.deep-1_102036	TASSeq.deep-1	239379	5363	Epi_AT2
TASSeq.deep-1_102148	TASSeq.deep-1	115286	4373	doublet
TASSeq.deep-1_102224	TASSeq.deep-1	56715	2957	FB_alveolar
TASSeq.deep-1_102309	TASSeq.deep-1	214011	5665	FB_alveolar
TASSeq.deep-1_102433	TASSeq.deep-1	288092	5993	Epi_AT2
TASSeq.deep-1_102771	TASSeq.deep-1	122279	4825	Tcell_Treg
TASSeq.deep-1_102859	TASSeq.deep-1	206938	5151	Endo_capillary
TASSeq.deep-1_102869	TASSeq.deep-1	94134	3496	Endo_capillary
TASSeq.deep-1_102877	TASSeq.deep-1	240369	5917	FB_alveolar
TASSeq.deep-1_103355	TASSeq.deep-1	97211	3445	Endo_capillary
TASSeq.deep-1_103390	TASSeq.deep-1	290852	7464	Bcell
TASSeq.deep-1_103730	TASSeq.deep-1	304235	6266	Endo_venous
TASSeq.deep-1_103868	TASSeq.deep-1	101133	3908	Endo_capillary
TASSeq.deep-1_103913	TASSeq.deep-1	143992	3860	Epi_AT1
TASSeq.deep-1_104245	TASSeq.deep-1	111535	3370	Endo_LEC
TASSeq.deep-1_104507	TASSeq.deep-1	81228	3611	Bcell
TASSeq.deep-1_104724	TASSeq.deep-1	499761	7845	Epi_AT2
TASSeq.deep-1_104728	TASSeq.deep-1	110025	4068	Bcell
TASSeq.deep-1_104907	TASSeq.deep-1	246083	6491	doublet
TASSeq.deep-1_105305	TASSeq.deep-1	443013	7788	Mac_AM
TASSeq.deep-1_105633	TASSeq.deep-1	185553	5039	FB_alveolar
TASSeq.deep-1_105697	TASSeq.deep-1	39529	2520	Endo_capillary
TASSeq.deep-1_105822	TASSeq.deep-1	231064	5802	FB_adventitial
TASSeq.deep-1_105988	TASSeq.deep-1	148573	4501	Endo_aerocyte
TASSeq.deep-1_106287	TASSeq.deep-1	168557	6254	FB_alveolar
TASSeq.deep-1_106359	TASSeq.deep-1	103873	3792	Bcell
TASSeq.deep-1_106613	TASSeq.deep-1	275526	6170	Epi_AT2
TASSeq.deep-1_106643	TASSeq.deep-1	312667	6967	SMC
TASSeq.deep-1_106798	TASSeq.deep-1	254153	7148	FB_alveolar
TASSeq.deep-1_106813	TASSeq.deep-1	69275	2953	Endo_capillary
TASSeq.deep-1_106823	TASSeq.deep-1	149915	4218	FB_alveolar
TASSeq.deep-1_106828	TASSeq.deep-1	527325	8280	Epi_AT2
TASSeq.deep-1_106880	TASSeq.deep-1	309880	7034	Endo_aerocyte
TASSeq.deep-1_107026	TASSeq.deep-1	141575	4631	Tcell_CD4T
TASSeq.deep-1_107147	TASSeq.deep-1	449706	7124	Epi_AT2
TASSeq.deep-1_107285	TASSeq.deep-1	27924	1190	Epi_AT2
TASSeq.deep-1_107330	TASSeq.deep-1	486374	7577	Epi_AT2
TASSeq.deep-1_107514	TASSeq.deep-1	90499	3563	DC_cDC1
TASSeq.deep-1_107564	TASSeq.deep-1	549116	8891	Endo_aerocyte
TASSeq.deep-1_107600	TASSeq.deep-1	149091	5259	NK
TASSeq.deep-1_107741	TASSeq.deep-1	280309	6744	FB_alveolar
TASSeq.deep-1_107836	TASSeq.deep-1	107336	4272	Bcell
TASSeq.deep-1_107911	TASSeq.deep-1	177274	5768	Bcell
TASSeq.deep-1_107917	TASSeq.deep-1	89780	3594	Endo_capillary
TASSeq.deep-1_108119	TASSeq.deep-1	126749	4961	Endo_capillary
TASSeq.deep-1_108427	TASSeq.deep-1	104310	4536	Bcell
TASSeq.deep-1_108462	TASSeq.deep-1	147883	4855	Tcell_CD8T
TASSeq.deep-1_108839	TASSeq.deep-1	30639	1554	Endo_capillary
TASSeq.deep-1_108962	TASSeq.deep-1	34561	1455	Endo_capillary
TASSeq.deep-1_109025	TASSeq.deep-1	116965	4890	Tcell_CD8T
TASSeq.deep-1_109035	TASSeq.deep-1	112809	4412	Bcell
TASSeq.deep-1_109040	TASSeq.deep-1	173496	5755	Bcell
TASSeq.deep-1_109192	TASSeq.deep-1	28276	1159	Epi_AT1
TASSeq.deep-1_109212	TASSeq.deep-1	167788	5922	Bcell
TASSeq.deep-1_109215	TASSeq.deep-1	95186	4101	Endo_capillary
TASSeq.deep-1_109300	TASSeq.deep-1	107509	3641	Endo_capillary
TASSeq.deep-1_109323	TASSeq.deep-1	543889	8556	Mac_AM
TASSeq.deep-1_109374	TASSeq.deep-1	29512	1589	FB_alveolar
TASSeq.deep-1_109446	TASSeq.deep-1	86808	3195	Endo_capillary
TASSeq.deep-1_109542	TASSeq.deep-1	213029	5396	Endo_venous
TASSeq.deep-1_109607	TASSeq.deep-1	83595	3839	FB_alveolar
TASSeq.deep-1_109746	TASSeq.deep-1	72552	3375	Pericyte
TASSeq.deep-1_110284	TASSeq.deep-1	104664	4074	Bcell
TASSeq.deep-1_110405	TASSeq.deep-1	272677	6380	Endo_capillary
TASSeq.deep-1_110482	TASSeq.deep-1	218323	6059	FB_adventitial
TASSeq.deep-1_110570	TASSeq.deep-1	34430	1769	Endo_capillary
TASSeq.deep-1_110647	TASSeq.deep-1	443018	8460	FB_peribronchiolar
TASSeq.deep-1_110968	TASSeq.deep-1	120901	4426	Bcell
TASSeq.deep-1_111067	TASSeq.deep-1	894974	10930	Epi_clara
TASSeq.deep-1_111184	TASSeq.deep-1	151827	5108	Mo_Ly6Chi
TASSeq.deep-1_111301	TASSeq.deep-1	605381	9544	Epi_AT2
TASSeq.deep-1_111628	TASSeq.deep-1	142565	5474	Bcell
TASSeq.deep-1_111632	TASSeq.deep-1	96162	4159	ILC2
TASSeq.deep-1_111681	TASSeq.deep-1	624887	9425	Mo_Ly6Clo
TASSeq.deep-1_112059	TASSeq.deep-1	220185	5206	FB_alveolar
TASSeq.deep-1_112238	TASSeq.deep-1	49057	2195	FB_alveolar
TASSeq.deep-1_112432	TASSeq.deep-1	144938	5001	NK
TASSeq.deep-1_112679	TASSeq.deep-1	189636	5241	Mesothelial
TASSeq.deep-1_112957	TASSeq.deep-1	49960	3186	FB_alveolar
TASSeq.deep-1_113037	TASSeq.deep-1	137432	4252	FB_alveolar
TASSeq.deep-1_113171	TASSeq.deep-1	170675	5091	doublet
TASSeq.deep-1_113502	TASSeq.deep-1	54103	2211	Epi_AT2
TASSeq.deep-1_113503	TASSeq.deep-1	34773	2017	Endo_capillary
TASSeq.deep-1_113508	TASSeq.deep-1	65518	2537	Mac_AM
TASSeq.deep-1_113616	TASSeq.deep-1	251189	6900	Endo_aerocyte
TASSeq.deep-1_113770	TASSeq.deep-1	258565	6234	DC_cDC2
TASSeq.deep-1_113979	TASSeq.deep-1	44238	1808	Epi_AT1
TASSeq.deep-1_114055	TASSeq.deep-1	82055	3689	Bcell
TASSeq.deep-1_114112	TASSeq.deep-1	146244	4203	FB_alveolar
TASSeq.deep-1_114340	TASSeq.deep-1	179795	5052	FB_alveolar
TASSeq.deep-1_114351	TASSeq.deep-1	80016	3751	FB_alveolar
TASSeq.deep-1_114361	TASSeq.deep-1	338092	6492	Epi_AT2
TASSeq.deep-1_114623	TASSeq.deep-1	238213	5980	Epi_AT2
TASSeq.deep-1_114718	TASSeq.deep-1	166230	6047	SMC
TASSeq.deep-1_115154	TASSeq.deep-1	116780	4628	Endo_capillary
TASSeq.deep-1_115262	TASSeq.deep-1	116045	5211	Endo_venous
TASSeq.deep-1_115263	TASSeq.deep-1	74678	2470	Endo_capillary
TASSeq.deep-1_115414	TASSeq.deep-1	525901	7988	Epi_AT2
TASSeq.deep-1_115725	TASSeq.deep-1	65231	2980	Bcell
TASSeq.deep-1_115789	TASSeq.deep-1	153937	4890	FB_alveolar
TASSeq.deep-1_116087	TASSeq.deep-1	125608	4359	Tcell_CD4T
TASSeq.deep-1_116322	TASSeq.deep-1	283358	5524	Epi_AT2
TASSeq.deep-1_116372	TASSeq.deep-1	240772	5355	Epi_AT2
TASSeq.deep-1_116426	TASSeq.deep-1	435162	7603	Mac_AM
TASSeq.deep-1_116915	TASSeq.deep-1	76240	3177	Endo_capillary
TASSeq.deep-1_116964	TASSeq.deep-1	289933	6377	Epi_AT2
TASSeq.deep-1_117058	TASSeq.deep-1	539109	8590	Epi_AT2
TASSeq.deep-1_117388	TASSeq.deep-1	63778	2814	Endo_capillary
TASSeq.deep-1_117423	TASSeq.deep-1	130319	5032	Endo_capillary
TASSeq.deep-1_117965	TASSeq.deep-1	109003	4397	Tcell_CD8T
TASSeq.deep-1_118287	TASSeq.deep-1	259351	6810	Epi_AT2
TASSeq.deep-1_118290	TASSeq.deep-1	231723	5644	SMC
TASSeq.deep-1_118338	TASSeq.deep-1	108758	3843	Endo_capillary
TASSeq.deep-1_118464	TASSeq.deep-1	68214	3135	NK
TASSeq.deep-1_118975	TASSeq.deep-1	379590	7181	SMC
TASSeq.deep-1_119225	TASSeq.deep-1	58366	2994	NK
TASSeq.deep-1_119473	TASSeq.deep-1	70126	2261	FB_alveolar
TASSeq.deep-1_119794	TASSeq.deep-1	84967	3929	Bcell
TASSeq.deep-1_119856	TASSeq.deep-1	66536	2743	Endo_capillary
